sequence_1,sequence_2,morphological_distance,phylogenetic_distance
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bos_javanicus_XP_061248899.1_CMRF35-like_molecule_5|IPR003599|IG_3c|26-127,5.725145921791794,0.6530688626861001
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bos_javanicus_XP_061248900.1_CMRF35-like_molecule_7|IPR003599|IG_3c|21-120,12.758463831183025,1.1013117327700002
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bos_javanicus_XP_061248901.1_protein_CD300H-like|IPR003599|IG_3c|21-131,38.53525619351001,1.5860823428556998
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bos_javanicus_XP_061248902.1_CMRF35-like_molecule_8|IPR003599|IG_3c|28-131,21.900685745119677,1.41942556413
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bos_mutus_ELR45132.1_hypothetical_protein_M91_02416|IPR003599|IG_3c|28-129,21.11929494105726,1.4194255641615798
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bos_mutus_MXQ87037.1_hypothetical_protein_E5288_WYG007651|IPR003599|IG_3c|22-123,6.570379161422358,0.6530688626861
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bos_taurus_NP_001098493.1_CMRF35-like_molecule_7_precursor|IPR003599|IG_3c|21-120,9.659041374105426,1.10131173278
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bos_taurus_NP_001179385.1_CMRF35-like_molecule_8_precursor|IPR003599|IG_3c|28-129,20.5351575119834,1.41942556416
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bos_taurus_XP_002696238.1_protein_CD300H|IPR003599|IG_3c|21-131,38.45624853394605,1.5860823428556998
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bubalus_bubalis_XP_006039836.1_CMRF35-like_molecule_7|IPR003599|IG_3c|21-120,9.232341036491896,1.1013117327800002
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bubalus_bubalis_XP_006045264.1_CMRF35-like_molecule_2|IPR003599|IG_3c|21-126,21.687693607753182,1.30289791082
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bubalus_bubalis_XP_025135226.1_CMRF35-like_molecule_9_isoform_X1|IPR003599|IG_3c|28-129,20.988550664852863,1.4194255641615798
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bubalus_bubalis_XP_044794471.1_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|22-123,5.880750996775954,0.6530688626881
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bubalus_bubalis_XP_045020677.1_protein_CD300H-like_isoform_X2|IPR003599|IG_3c|41-138,43.84460295274195,1.41942556416158
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bubalus_kerabau_XP_055431037.1_CMRF35-like_molecule_6|IPR003599|IG_3c|28-129,21.180194042057508,1.41942556414158
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bubalus_kerabau_XP_055431039.1_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|22-123,5.842303707513898,0.6530688626861
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bubalus_kerabau_XP_055435551.1_CMRF35-like_molecule_7|IPR003599|IG_3c|21-120,9.159209311542256,1.1013117327800002
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bubalus_kerabau_XP_055435552.1_CMRF35-like_molecule_6|IPR003599|IG_3c|28-129,20.85751139666906,1.4194255641615798
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bubalus_kerabau_XP_055435556.1_CMRF-35-like_molecule_4|IPR003599|IG_3c|26-127,5.6904025091487505,0.6530688626861
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bubalus_kerabau_XP_055435557.1_CMRF35-like_molecule_5|IPR003599|IG_3c|26-127,5.510277953323536,0.6530688626881
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bubalus_kerabau_XP_055435779.1_CMRF35-like_molecule_8|IPR003599|IG_3c|28-129,22.384306526371976,1.4194255641615798
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Bubalus_kerabau_XP_055435780.1_CMRF35-like_molecule_2|IPR003599|IG_3c|21-126,21.687693398049024,1.30289791082
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Budorcas_taxicolor_XP_052514608.1_CMRF35-like_molecule_2|IPR003599|IG_3c|21-126,23.12065688369005,1.30289791074942
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Budorcas_taxicolor_XP_052514609.1_CMRF35-like_molecule_5|IPR003599|IG_3c|26-128,20.6787239567677,0.6530688626861001
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Budorcas_taxicolor_XP_052514610.1_CMRF35-like_molecule_5|IPR003599|IG_3c|26-128,20.95260171625187,0.6530688626861001
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Budorcas_taxicolor_XP_052514611.1_CMRF35-like_molecule_6|IPR003599|IG_3c|28-129,22.253050509398275,1.41942556416
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Budorcas_taxicolor_XP_052514613.1_CMRF35-like_molecule_6|IPR003599|IG_3c|28-129,21.437891047794032,1.41942556417
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Budorcas_taxicolor_XP_052514614.1_CMRF35-like_molecule_7|IPR003599|IG_3c|183-284,9.883117184680327,1.10131173278
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Budorcas_taxicolor_XP_052514634.1_protein_CD300H-like|IPR003599|IG_3c|21-131,40.9084295674144,1.5860823428607398
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Budorcas_taxicolor_XP_052514741.1_CMRF35-like_molecule_8|IPR003599|IG_3c|28-129,22.418619393964025,1.41942556417
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Camelus_bactrianus_XP_010949290.1_CMRF35-like_molecule_2|IPR003599|IG_3c|21-126,17.725560226339702,1.302897910689901
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Camelus_bactrianus_XP_010949291.2_CMRF35-like_molecule_5_isoform_X1|IPR003599|IG_3c|26-127,7.043310938066106,1.00680423907
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Camelus_bactrianus_XP_045369367.1_CMRF35-like_molecule_5|IPR003599|IG_3c|26-127,7.1972622348812,1.0068042390590999
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Camelus_bactrianus_XP_045369562.1_CMRF35-like_molecule_1|IPR003599|IG_3c|37-138,5.825118894452399,1.00680423906
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Camelus_dromedarius_KAB1265477.1_CMRF35-like_molecule_1|IPR003599|IG_3c|3-104,8.175513826385908,1.00680423907
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Camelus_dromedarius_KAB1266189.1_Protein_CD300H|IPR003599|IG_3c|28-129,21.064558453879748,1.41942556412
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Camelus_dromedarius_XP_010997003.1_CMRF35-like_molecule_6|IPR003599|IG_3c|28-129,21.079215587034657,1.41942556412
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Camelus_dromedarius_XP_031324878.1_CMRF35-like_molecule_2_isoform_X1|IPR003599|IG_3c|40-145,17.88467948676651,1.30289791077
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Camelus_dromedarius_XP_064351647.1_CMRF35-like_molecule_7_isoform_X1|IPR003599|IG_3c|21-122,6.722899831894034,1.1013117327900002
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Camelus_ferus_XP_014407263.1_CMRF35-like_molecule_7_isoform_X1|IPR003599|IG_3c|21-122,7.345792897773488,1.10131173283061
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Camelus_ferus_XP_032312784.1_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|37-138,6.258525405787951,1.00680423906
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Camelus_ferus_XP_032312794.1_CMRF35-like_molecule_2_isoform_X1|IPR003599|IG_3c|40-145,17.72555831795977,1.302897910689901
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Camelus_ferus_XP_032312797.1_CMRF35-like_molecule_5|IPR003599|IG_3c|26-127,6.854616223857669,1.00680423911
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Camelus_ferus_XP_032312800.1_CMRF35-like_molecule_6_isoform_X1|IPR003599|IG_3c|28-129,21.038646896544833,1.41942556412
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Camelus_ferus_XP_032312806.1_CMRF35-like_molecule_8_isoform_X1|IPR003599|IG_3c|28-129,20.955385384015337,1.41942556412
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Capra_hircus_KAJ1072059.1_hypothetical_protein_K5549_013926|IPR003599|IG_3c|26-128,21.526767756629113,0.6530688626961001
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Capra_hircus_XFF88777.1_hypothetical_protein_AB1E18_014996|IPR003599|IG_3c|21-131,40.52744288547689,1.58608234285074
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Capricornis_sumatraensis_XP_068832171.1_CMRF35-like_molecule_1|IPR003599|IG_3c|85-187,20.756404747520428,0.6530688626861001
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Capricornis_sumatraensis_XP_068833624.1_CMRF35-like_molecule_2|IPR003599|IG_3c|20-125,22.963300085290648,1.30289791074942
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Capricornis_sumatraensis_XP_068833626.1_CMRF35-like_molecule_6|IPR003599|IG_3c|28-129,22.201119666716004,1.41942556416
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Capricornis_sumatraensis_XP_068834610.1_protein_CD300H-like_isoform_X1|IPR003599|IG_3c|21-131,41.10208720292053,1.58608234285074
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Capricornis_sumatraensis_XP_068835137.1_CMRF35-like_molecule_8|IPR003599|IG_3c|28-131,23.197615192943893,1.41942556417158
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Cervus_canadensis_XP_043312487.1_CMRF35-like_molecule_8_isoform_X1|IPR003599|IG_3c|28-129,20.993673557197784,1.41942556416
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Cervus_canadensis_XP_043312669.1_CMRF35-like_molecule_7_isoform_X1|IPR003599|IG_3c|21-122,8.041201412284735,1.1013117327706
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Cervus_canadensis_XP_043312808.1_CMRF35-like_molecule_6_isoform_X1|IPR003599|IG_3c|28-129,20.083756764407184,1.41942556421
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Cervus_canadensis_XP_043313188.1_CMRF35-like_molecule_5|IPR003599|IG_3c|26-127,6.24529514967993,0.6530688627000001
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Cervus_canadensis_XP_043313294.1_CMRF35-like_molecule_6|IPR003599|IG_3c|28-127,22.09544621765777,1.419425564161899
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Cervus_canadensis_XP_043313397.1_CMRF35-like_molecule_5|IPR003599|IG_3c|26-127,6.702967040569405,0.6530688626861001
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Cervus_canadensis_XP_043313680.1_CMRF35-like_molecule_2|IPR003599|IG_3c|21-126,24.081750636573123,1.30289791067933
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Cervus_canadensis_XP_043313918.1_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|22-123,6.3333119467726995,0.6530688626891001
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Cervus_elaphus_XP_043761506.1_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|22-123,6.417676826436396,0.6530688626861001
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Cervus_elaphus_XP_043761545.1_CMRF35-like_molecule_2|IPR003599|IG_3c|21-126,24.081750614050144,1.30289791067933
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Cervus_elaphus_XP_043761546.1_CMRF35-like_molecule_5|IPR003599|IG_3c|26-127,6.012487135663537,0.6530688626961001
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Cervus_elaphus_XP_043761547.1_CMRF35-like_molecule_6|IPR003599|IG_3c|28-127,22.0954462640302,1.419425564161899
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Cervus_elaphus_XP_043761550.1_CMRF35-like_molecule_6_isoform_X1|IPR003599|IG_3c|28-127,41.91123371460207,1.41942556417
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Cervus_elaphus_XP_043761552.1_CMRF35-like_molecule_5_isoform_X1|IPR003599|IG_3c|26-127,6.8603482587043505,0.6530688626891001
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Cervus_elaphus_XP_043761560.1_CMRF35-like_molecule_8_isoform_X1|IPR003599|IG_3c|28-129,20.898577628259947,1.41942556416
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Cervus_hanglu_yarkandensis_KAF4012922.1_hypothetical_protein_G4228_003722|IPR003599|IG_3c|27-128,6.997162079243946,0.6530688626861001
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Dama_dama_XP_060997258.1_CMRF35-like_molecule_5|IPR003599|IG_3c|26-127,6.4212119924452615,0.6530688626861001
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Dama_dama_XP_060997260.1_CMRF35-like_molecule_6|IPR003599|IG_3c|28-127,41.569666669762796,1.41942556417
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Dama_dama_XP_061000883.1_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|22-123,6.605547789453767,0.6530688626961001
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Dama_dama_XP_061000898.1_CMRF35-like_molecule_2|IPR003599|IG_3c|21-126,24.379496657622113,1.30289791071
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Dama_dama_XP_061000899.1_CMRF35-like_molecule_5|IPR003599|IG_3c|26-127,7.337754366459108,0.6530688627000001
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Dama_dama_XP_061000900.1_CMRF35-like_molecule_9_isoform_X1|IPR003599|IG_3c|26-127,6.612714380551933,0.6530688626961001
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Dama_dama_XP_061000905.1_protein_CD300H-like_isoform_X1|IPR003599|IG_3c|25-135,40.00863576116204,1.5860823428899997
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Dama_dama_XP_061000909.1_CMRF35-like_molecule_6|IPR003599|IG_3c|28-129,20.909501879846868,1.419425564161
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Dama_dama_XP_061000920.1_CMRF35-like_molecule_6_isoform_X1|IPR003599|IG_3c|28-127,22.34533668566492,1.41942556415
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Dama_dama_XP_061000925.1_CMRF35-like_molecule_7_isoform_X1|IPR003599|IG_3c|21-122,8.243671870954257,1.10131173277
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Dama_dama_XP_061000928.1_CMRF35-like_molecule_8_isoform_X1|IPR003599|IG_3c|28-129,20.6972597839836,1.41942556416
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Delphinapterus_leucas_XP_022445411.1_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|22-121,9.112362937588362,0.37111870185999996
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Delphinapterus_leucas_XP_022445422.1_CMRF35-like_molecule_8_isoform_X3|IPR003599|IG_3c|28-127,22.443933925152066,1.4194255641696198
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Delphinus_delphis_XP_059852801.1_CMRF35-like_molecule_8|IPR003599|IG_3c|37-136,22.34897200626774,1.4194255641602098
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Delphinus_delphis_XP_059854658.1_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|22-123,8.697090590401652,0.371118701863
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Eschrichtius_robustus_XP_068386991.1_CMRF35-like_molecule_1|IPR003599|IG_3c|13-112,7.249889493284169,0.17163714092
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Eschrichtius_robustus_XP_068387303.1_CMRF35-like_molecule_8|IPR003599|IG_3c|28-127,22.016882878008648,1.41942556417
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Eubalaena_glacialis_XP_061031663.1_CMRF35-like_molecule_1|IPR003599|IG_3c|21-120,8.56060934774277,0.27270506539
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Eubalaena_glacialis_XP_061031968.1_CMRF35-like_molecule_8|IPR003599|IG_3c|28-129,20.570703249073006,1.4194255642
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Globicephala_melas_XP_030693429.1_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|22-123,6.686766087935934,0.37111870185999996
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Globicephala_melas_XP_060146346.1_CMRF35-like_molecule_8_isoform_X1|IPR003599|IG_3c|37-138,21.176928784795873,1.41942556416
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Hippopotamus_amphibius_kiboko_XP_057569858.1_CMRF35-like_molecule_3|IPR003599|IG_3c|14-115,7.404144652792943,0.45227252104
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Hippopotamus_amphibius_kiboko_XP_057569859.1_CMRF35-like_molecule_6|IPR003599|IG_3c|28-131,26.264914198773855,1.41942556416158
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Hippopotamus_amphibius_kiboko_XP_057569860.1_CMRF35-like_molecule_7|IPR003599|IG_3c|21-122,6.588308803791006,1.1013117327900002
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Hippopotamus_amphibius_kiboko_XP_057572311.1_CMRF35-like_molecule_8|IPR003599|IG_3c|28-131,22.331898260539667,1.41942556416158
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Hippopotamus_amphibius_kiboko_XP_057572374.1_CMRF35-like_molecule_1_isoform_X2|IPR003599|IG_3c|26-127,6.601362073353807,0.45227252103
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Hippopotamus_amphibius_kiboko_XP_057572894.1_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|22-123,7.32306325283822,0.45227252104
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Kogia_breviceps_XP_066877152.1_CMRF35-like_molecule_8_isoform_X2|IPR003599|IG_3c|100-199,8.659754808846255,0.37111870181999995
Balaenoptera_acutorostrata_XP_007185686.2_CMRF35-like_molecule_1_isoform_X1|IPR003599|IG_3c|48-149,Lagenorhynchus_albirostris_XP_059991213.1_CMRF35-like_molecule_1|IPR003599|IG_3c|22-123,7.524261790084352,0.37111870185999996
